trial,fold,n_val,n_pos_val,auprc,C
0,0,5002,223,0.12445457377530392,0.017670169402947963
0,1,5002,224,0.10198133881071722,0.017670169402947963
0,2,5002,224,0.1284985216245722,0.017670169402947963
0,3,5002,224,0.10535264701064134,0.017670169402947963
0,4,5002,224,0.15168886749177984,0.017670169402947963
1,0,5002,223,0.11699230632401911,50.615768887523046
1,1,5002,224,0.10186713191794966,50.615768887523046
1,2,5002,224,0.13270824785798926,50.615768887523046
1,3,5002,224,0.10278345850931925,50.615768887523046
1,4,5002,224,0.14977690699949606,50.615768887523046
2,0,5002,223,0.11694928210338051,2.4658329458549115
2,1,5002,224,0.10149199541749551,2.4658329458549115
2,2,5002,224,0.13263250855624123,2.4658329458549115
2,3,5002,224,0.10277599591665776,2.4658329458549115
2,4,5002,224,0.14972746992861682,2.4658329458549115
3,0,5002,223,0.12433951112957263,0.39079671568228824
3,1,5002,224,0.10180870148977937,0.39079671568228824
3,2,5002,224,0.12868759229643825,0.39079671568228824
3,3,5002,224,0.1052158546025774,0.39079671568228824
3,4,5002,224,0.15005145324310346,0.39079671568228824
4,0,5002,223,0.12369553364847156,0.0008632008168602552
4,1,5002,224,0.10181645636609452,0.0008632008168602552
4,2,5002,224,0.12818334722760935,0.0008632008168602552
4,3,5002,224,0.10516642349785313,0.0008632008168602552
4,4,5002,224,0.15158725454646516,0.0008632008168602552
5,0,5002,223,0.12398353617526463,0.0008629132190071866
5,1,5002,224,0.10196239556352217,0.0008629132190071866
5,2,5002,224,0.12846612801641205,0.0008629132190071866
5,3,5002,224,0.10519870075934898,0.0008629132190071866
5,4,5002,224,0.1507717876440149,0.0008629132190071866
6,0,5002,223,0.12377600725137626,0.00022310108018679258
6,1,5002,224,0.10108769807608141,0.00022310108018679258
6,2,5002,224,0.12844128784622716,0.00022310108018679258
6,3,5002,224,0.1048884135249394,0.00022310108018679258
6,4,5002,224,0.1500797684514848,0.00022310108018679258
7,0,5002,223,0.11699157937520968,15.741890047456641
7,1,5002,224,0.10186803958003193,15.741890047456641
7,2,5002,224,0.13270834102593732,15.741890047456641
7,3,5002,224,0.10278421358899352,15.741890047456641
7,4,5002,224,0.14977822666892332,15.741890047456641
8,0,5002,223,0.12434067412847596,0.4042872735027334
8,1,5002,224,0.1018015074084,0.4042872735027334
8,2,5002,224,0.12868791448440847,0.4042872735027334
8,3,5002,224,0.1052204153803735,0.4042872735027334
8,4,5002,224,0.1500330403293509,0.4042872735027334
9,0,5002,223,0.1169411851006815,1.7718847354806824
9,1,5002,224,0.10147366531984016,1.7718847354806824
9,2,5002,224,0.13261066644544195,1.7718847354806824
9,3,5002,224,0.10277428108327351,1.7718847354806824
9,4,5002,224,0.14974380506916088,1.7718847354806824
10,0,5002,223,0.12448167527188676,0.02977751217076364
10,1,5002,224,0.10199885131590392,0.02977751217076364
