trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,0,5002,223,0.12132424203852296,58.87326767706231,120
0,1,5002,224,0.1145386123020665,58.96512063854332,73
0,2,5002,224,0.1756174150408242,58.96512063854332,58
0,3,5002,224,0.07997791457079076,58.96512063854332,42
0,4,5002,224,0.12154664881072783,58.87326767706231,16
1,0,5002,223,0.15575275546281395,8.867050277278352,53
1,1,5002,224,0.12459252602058168,8.880884481828312,17
1,2,5002,224,0.180123438534378,8.880884481828312,37
1,3,5002,224,0.11034276052910774,8.880884481828312,14
1,4,5002,224,0.11683769824340093,8.867050277278352,260
2,0,5002,223,0.13840863721199909,14.725896784934838,120
2,1,5002,224,0.12473106483147475,14.7488718512685,95
2,2,5002,224,0.18238821962959517,14.7488718512685,116
2,3,5002,224,0.10720371288705088,14.7488718512685,81
2,4,5002,224,0.1685466690394421,14.725896784934838,86
3,0,5002,223,0.1420859734882762,8.555977633754308,140
3,1,5002,224,0.11861546877007642,8.569326508634779,20
3,2,5002,224,0.1646061881160349,8.569326508634779,50
3,3,5002,224,0.10093933420488199,8.569326508634779,19
3,4,5002,224,0.13184185005591736,8.555977633754308,150
4,0,5002,223,0.1272178594923078,18.069017931490528,79
4,1,5002,224,0.09680041517170265,18.09720887236313,70
4,2,5002,224,0.15092161835866377,18.09720887236313,31
4,3,5002,224,0.07740123760930012,18.09720887236313,140
4,4,5002,224,0.10849122960367277,18.069017931490528,769
5,0,5002,223,0.13343181466059284,22.55082487778963,237
5,1,5002,224,0.13275080328986408,22.5860082493026,221
5,2,5002,224,0.18677160871506313,22.5860082493026,167
5,3,5002,224,0.11628491724584347,22.5860082493026,241
5,4,5002,224,0.1631037218396988,22.55082487778963,151
6,0,5002,223,0.12210068657653869,68.70452219106298,138
6,1,5002,224,0.09085822782437437,68.81171369035266,12
6,2,5002,224,0.1632719067252565,68.81171369035266,131
6,3,5002,224,0.10621536806799667,68.81171369035266,163
6,4,5002,224,0.13904097315017383,68.70452219106298,98
7,0,5002,223,0.15275671112016362,14.338771544126484,495
7,1,5002,224,0.12310754363273357,14.361142624963243,131
7,2,5002,224,0.16792288277135609,14.361142624963243,114
7,3,5002,224,0.12432396084503344,14.361142624963243,444
7,4,5002,224,0.17608497646444024,14.338771544126484,357
8,0,5002,223,0.15540646346756903,9.251574677715801,223
8,1,5002,224,0.14766998152580063,9.266008809980589,180
8,2,5002,224,0.1975181211746313,9.266008809980589,124
8,3,5002,224,0.11779534674892367,9.266008809980589,100
8,4,5002,224,0.17243858215184998,9.251574677715801,79
9,0,5002,223,0.17337641210634497,7.352895363088634,84
9,1,5002,224,0.13946643045408105,7.364367211708697,80
9,2,5002,224,0.17973190839243902,7.364367211708697,88
9,3,5002,224,0.11066249229823662,7.364367211708697,39
9,4,5002,224,0.15582414257272287,7.352895363088634,35
10,0,5002,223,0.10071672383825633,36.120236728795675,54
10,1,5002,224,0.1057822661060984,36.17659084066754,18
10,2,5002,224,0.15382048796777123,36.17659084066754,143
11,0,5002,223,0.15602252789334883,5.569074138450977,64
11,1,5002,224,0.15904201812705837,5.577762902851316,182
11,2,5002,224,0.19798830077091206,5.577762902851316,101
11,3,5002,224,0.11821350456739044,5.577762902851316,129
11,4,5002,224,0.14794434618166902,5.569074138450977,16
12,0,5002,223,0.15959419379672313,6.090189416826452,114
12,1,5002,224,0.15292660006373468,6.099691215452347,116
12,2,5002,224,0.19104712055501433,6.099691215452347,103
12,3,5002,224,0.11879704319720952,6.099691215452347,107
12,4,5002,224,0.18657040422459278,6.090189416826452,88
13,0,5002,223,0.13710727976577805,5.3738085047453055,90
13,1,5002,224,0.1318405402710575,5.382192619387969,40
13,2,5002,224,0.16899966411242046,5.382192619387969,33
14,0,5002,223,0.1429787694896504,10.38017156428514,98
14,1,5002,224,0.14206254956977257,10.39636651211937,169
14,2,5002,224,0.1942819461513165,10.39636651211937,214
14,3,5002,224,0.11072680824991178,10.39636651211937,55
14,4,5002,224,0.17789363948621661,10.38017156428514,157
15,0,5002,223,0.15726138023257336,11.84719335247232,69
15,1,5002,224,0.1371120541451801,11.865677120022507,66
15,2,5002,224,0.19470233797901992,11.865677120022507,63
15,3,5002,224,0.10073596039414527,11.865677120022507,45
15,4,5002,224,0.16622790185932765,11.84719335247232,62
16,0,5002,223,0.12966187137046842,23.74236073683617,20
16,1,5002,224,0.12261577784597466,23.779403120115987,240
16,2,5002,224,0.1711786177333328,23.779403120115987,293
17,0,5002,223,0.13581432726787038,6.958108755091996,47
17,1,5002,224,0.12424134138477409,6.968964665094613,25
17,2,5002,224,0.16163008838359927,6.968964665094613,134
18,0,5002,223,0.1549931684863277,11.26773119185805,25
18,1,5002,224,0.13899421279518862,11.285310893477831,84
18,2,5002,224,0.17753683862011185,11.285310893477831,47
18,3,5002,224,0.1117764941174928,11.285310893477831,46
18,4,5002,224,0.1608108527531395,11.26773119185805,56
