trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
21,10,31808,0.1736382915773972,207,false
21,11,36908,0.16583225524966924,207,false
21,12,39700,0.17512567806128954,282,false
21,13,22392,0.1734679153781154,253,false
21,14,25976,0.16625362344813902,216,false
21,15,27880,0.164760916712079,228,false
21,16,27972,0.16408175948757858,265,false
21,17,35444,0.16806911578650446,222,false
21,18,18180,0.16684828816290692,210,false
21,19,33552,0.15148247765981163,474,false
21,20,21792,0.16029931792173868,140,false
21,21,11324,0.17482071029157403,217,false
21,22,16664,0.1673875352618098,200,false
22,2,62104,0.1648257570614202,18,true
22,3,43116,0.16087433007402777,16,true
22,4,41448,0.18187705336279741,10,true
22,5,41200,0.16168292073071172,15,true
22,6,45488,0.16572726510090385,11,true
22,7,36816,0.17939642380932866,13,true
23,2,62104,0.16920079982379385,316,false
23,3,43116,0.16383862298435695,349,false
23,4,41448,0.18156690697146227,195,false
23,5,41200,0.16823673450776377,315,false
23,6,45488,0.1705558119216634,327,false
23,7,36816,0.18520742832667705,270,false
23,8,32904,0.157619546727197,368,false
23,9,29048,0.16622671545440837,152,false
23,X,11156,0.16614463694289475,438,false
23,Y,1000,0.18228028232592977,356,false
23,10,31808,0.17240908748934705,307,false
23,11,36908,0.1651008996507678,309,false
23,12,39700,0.1745945939679295,563,false
23,13,22392,0.16538405704879136,377,false
23,14,25976,0.167894168226944,400,false
23,15,27880,0.1620401038946071,378,false
23,16,27972,0.14394420162328705,28,false
23,17,35444,0.1643662213805136,367,false
23,18,18180,0.16496543968193414,311,false
23,19,33552,0.1530115634976244,349,false
23,20,21792,0.1652049938055563,208,false
23,21,11324,0.17500323132404527,352,false
23,22,16664,0.16735272130547205,363,false
24,2,62104,0.1686061243914346,744,false
24,3,43116,0.16249790163914787,713,false
24,4,41448,0.18390116067101636,463,false
24,5,41200,0.16754872562069698,593,false
24,6,45488,0.17239233691157085,705,false
24,7,36816,0.18734780365421785,662,false
24,8,32904,0.15857952834129882,784,false
24,9,29048,0.1693072595174917,389,false
24,X,11156,0.15906352177628644,797,false
24,Y,1000,0.17422713529715417,636,false
24,10,31808,0.174007012872469,650,false
24,11,36908,0.1652678596975406,739,false
24,12,39700,0.17687536813855603,671,false
24,13,22392,0.17124906963626274,962,false
24,14,25976,0.16460800379186835,1226,false
24,15,27880,0.16278808521105767,624,false
24,16,27972,0.1668047088807108,855,false
24,17,35444,0.16990781027150834,884,false
24,18,18180,0.16457407952673955,462,false
24,19,33552,0.14828470146323716,1583,false
24,20,21792,0.16411311207583854,572,false
24,21,11324,0.175581497041625,681,false
24,22,16664,0.16876542750333476,640,false
25,2,62104,0.17107209053768466,92,false
25,3,43116,0.16460730368547952,106,false
25,4,41448,0.18326724993025376,103,false
25,5,41200,0.16967462865425229,127,false
25,6,45488,0.17099863560354578,124,false
25,7,36816,0.18456370819233528,92,false
25,8,32904,0.15442665104970044,137,false
25,9,29048,0.1685594227584863,57,false
25,X,11156,0.15071746262440153,145,false
25,Y,1000,0.17878436885617513,123,false
25,10,31808,0.17374521575052848,141,false
25,11,36908,0.16695189778919378,127,false
25,12,39700,0.1741998593268752,179,false
25,13,22392,0.16621879130057549,151,false
25,14,25976,0.16257767335922355,143,false
25,15,27880,0.1620706596756503,117,false
25,16,27972,0.16500260656119822,131,false
25,17,35444,0.1751433982550786,110,false
25,18,18180,0.16368832339352038,110,false
25,19,33552,0.1500551843283146,264,false
25,20,21792,0.172483751780931,123,false
25,21,11324,0.170068901390532,123,false
25,22,16664,0.1699326076499199,111,false
26,2,62104,0.1655304800322095,246,true
26,3,43116,0.1586728454186364,306,true
26,4,41448,0.1800586073538569,239,true
26,5,41200,0.16310607345008318,229,true
26,6,45488,0.17179938918807647,452,true
26,7,36816,0.18366914517686214,288,true
27,2,62104,0.1730787163433952,431,false
27,3,43116,0.16397895833873058,425,false
27,4,41448,0.1849663803868869,206,false
27,5,41200,0.169417040768913,411,false
27,6,45488,0.16940592062744794,593,false
27,7,36816,0.18862174204565318,428,false
27,8,32904,0.15752796750937567,506,false
27,9,29048,0.17010779740863047,181,false
27,X,11156,0.16424296330262794,671,false
27,Y,1000,0.19062183846594566,449,false
27,10,31808,0.17717011300987776,487,false
27,11,36908,0.17177484760830908,459,false
27,12,39700,0.1798536422092722,483,false
27,13,22392,0.17512802107675116,542,false
27,14,25976,0.16791423062614294,574,false
27,15,27880,0.1655451101759147,437,false
27,16,27972,0.16803409224490945,511,false
27,17,35444,0.16995988495473283,492,false
27,18,18180,0.16935195790416774,467,false
27,19,33552,0.15559179560723552,482,false
27,20,21792,0.16433799788977405,394,false
27,21,11324,0.1796976205900082,439,false
27,22,16664,0.17108028229939792,420,false
28,2,62104,0.1701258102423228,473,false
28,3,43116,0.164675409751221,492,false
28,4,41448,0.1837388240647373,410,false
28,5,41200,0.16861748154752715,504,false
28,6,45488,0.1717696798023386,597,false
28,7,36816,0.1854575385941955,428,false
28,8,32904,0.15555786165994417,574,false
28,9,29048,0.16844432846565852,232,false
28,X,11156,0.16143765808502322,556,false
28,Y,1000,0.18328993021610307,624,false
