trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
23,1,5002,224,0.12202685142411769,1.0,23
23,2,5002,224,0.20511846859252894,1.0,386
23,3,5002,224,0.1355726938945946,1.0,286
23,4,5002,224,0.18534711044123645,1.0,327
24,0,5002,223,0.1340837426415173,1.0,20
24,1,5002,224,0.1524001613246141,1.0,13
24,2,5002,224,0.15787116087719272,1.0,22
25,0,5002,223,0.18471927421447987,1.0,202
25,1,5002,224,0.1272905687503535,1.0,35
25,2,5002,224,0.2007590282053987,1.0,183
25,3,5002,224,0.13622002611219536,1.0,140
25,4,5002,224,0.19082541267416708,1.0,127
26,0,5002,223,0.17619917695845777,1.0,182
26,1,5002,224,0.152689255635983,1.0,395
26,2,5002,224,0.1956637384713037,1.0,267
26,3,5002,224,0.12955074321328108,1.0,260
26,4,5002,224,0.17835665942520348,1.0,238
27,0,5002,223,0.1692070196067279,1.0,1174
27,1,5002,224,0.10934147743428156,1.0,28
27,2,5002,224,0.19728578713037606,1.0,1006
28,0,5002,223,0.18168885785370203,1.0,194
28,1,5002,224,0.14330047085030834,1.0,81
28,2,5002,224,0.1980151912439215,1.0,349
28,3,5002,224,0.13801387439384533,1.0,221
28,4,5002,224,0.15386174354991983,1.0,62
29,0,5002,223,0.19929908558970683,1.0,40
29,1,5002,224,0.1447030084167143,1.0,85
29,2,5002,224,0.17978718157699622,1.0,46
29,3,5002,224,0.11682917382752629,1.0,43
29,4,5002,224,0.16689969002207913,1.0,45
30,0,5002,223,0.1737830654158116,1.0,120
30,1,5002,224,0.164267054864612,1.0,97
30,2,5002,224,0.2038431157137709,1.0,143
30,3,5002,224,0.13570439845877497,1.0,92
30,4,5002,224,0.18271587355133992,1.0,94
31,0,5002,223,0.1704271588551666,1.0,107
31,1,5002,224,0.16936991740802027,1.0,117
31,2,5002,224,0.18319130070439812,1.0,58
32,0,5002,223,0.1693107309428904,1.0,152
32,1,5002,224,0.15973911704296961,1.0,93
32,2,5002,224,0.18877191344340102,1.0,138
33,0,5002,223,0.16555769999711295,1.0,68
33,1,5002,224,0.157716424635726,1.0,98
33,2,5002,224,0.19537965549902495,1.0,58
34,0,5002,223,0.1817501494195101,1.0,368
34,1,5002,224,0.15420494107856567,1.0,128
34,2,5002,224,0.19493591552159686,1.0,236
34,3,5002,224,0.13554926781774346,1.0,234
34,4,5002,224,0.17110741928505216,1.0,108
35,0,5002,223,0.19045858742827212,1.0,161
35,1,5002,224,0.16485856413741842,1.0,137
35,2,5002,224,0.19448649272065358,1.0,225
35,3,5002,224,0.12767571567692065,1.0,95
35,4,5002,224,0.1869042527230621,1.0,128
36,0,5002,223,0.18113656101152895,1.0,43
36,1,5002,224,0.15363052162721433,1.0,39
36,2,5002,224,0.17512333245302783,1.0,32
36,3,5002,224,0.12328314757002165,1.0,34
36,4,5002,224,0.17939022018171036,1.0,27
37,0,5002,223,0.18537404265535318,1.0,183
37,1,5002,224,0.163738025501635,1.0,216
37,2,5002,224,0.1973512388458975,1.0,223
37,3,5002,224,0.13509884751494994,1.0,175
37,4,5002,224,0.18686859032266145,1.0,205
38,0,5002,223,0.17511462830575697,1.0,113
38,1,5002,224,0.16299485550879583,1.0,156
38,2,5002,224,0.1962899182608963,1.0,123
38,3,5002,224,0.13223184823923323,1.0,99
38,4,5002,224,0.18378568922524288,1.0,149
39,0,5002,223,0.1773135683303646,1.0,173
39,1,5002,224,0.1630752608608709,1.0,156
39,2,5002,224,0.19503455584567803,1.0,169
39,3,5002,224,0.14163323697194108,1.0,113
39,4,5002,224,0.19616225018966787,1.0,166
40,0,5002,223,0.17474901070109086,1.0,61
40,1,5002,224,0.15998578604142,1.0,78
40,2,5002,224,0.20381305401403582,1.0,97
40,3,5002,224,0.13259000721349465,1.0,49
40,4,5002,224,0.17856349365999488,1.0,56
41,0,5002,223,0.18426892624285146,1.0,197
41,1,5002,224,0.1569516203420539,1.0,129
41,2,5002,224,0.18506832617933405,1.0,110
41,3,5002,224,0.14582588964944154,1.0,125
41,4,5002,224,0.18529740588635052,1.0,163
42,0,5002,223,0.17648169172969058,1.0,128
42,1,5002,224,0.1638303091277237,1.0,128
42,2,5002,224,0.18194027879923524,1.0,109
42,3,5002,224,0.13903535259077016,1.0,86
42,4,5002,224,0.18898994120117196,1.0,133
43,0,5002,223,0.18597036347893925,1.0,174
43,1,5002,224,0.1557742838573778,1.0,166
43,2,5002,224,0.20007864685818003,1.0,148
43,3,5002,224,0.13715798459353234,1.0,119
43,4,5002,224,0.19165787532747625,1.0,177
44,0,5002,223,0.17308155104424874,1.0,90
44,1,5002,224,0.1539350162266769,1.0,91
44,2,5002,224,0.18997348134986003,1.0,103
45,0,5002,223,0.17576232201859374,1.0,193
45,1,5002,224,0.16419807381843463,1.0,220
45,2,5002,224,0.1932414205387258,1.0,161
45,3,5002,224,0.13886970955851938,1.0,185
45,4,5002,224,0.18417854023834127,1.0,185
46,0,5002,223,0.16915552333192418,1.0,129
46,1,5002,224,0.16276903946246374,1.0,133
46,2,5002,224,0.19811422059786857,1.0,113
46,3,5002,224,0.13443259590797846,1.0,85
46,4,5002,224,0.18285464849355845,1.0,130
47,0,5002,223,0.16965361656626674,1.0,45
47,1,5002,224,0.1411641829322478,1.0,59
47,2,5002,224,0.1852454168037063,1.0,41
48,0,5002,223,0.17775962624146388,1.0,141
48,1,5002,224,0.16449287055940512,1.0,205
48,2,5002,224,0.1921926521492441,1.0,250
48,3,5002,224,0.12839836255746115,1.0,119
48,4,5002,224,0.18705244926263326,1.0,128
49,0,5002,223,0.18233514019214062,1.0,183
49,1,5002,224,0.1620399352960706,1.0,136
49,2,5002,224,0.19462586227067596,1.0,195
49,3,5002,224,0.14259920629875378,1.0,116
49,4,5002,224,0.192469353444738,1.0,70
