trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,0,5002,223,0.1432413238123091,58.87326767706231,149
0,1,5002,224,0.0982998895243096,58.96512063854332,73
0,2,5002,224,0.13561273968568777,58.96512063854332,128
0,3,5002,224,0.08202242987535682,58.96512063854332,17
0,4,5002,224,0.11285554275624024,58.87326767706231,130
1,0,5002,223,0.15514816394296044,8.867050277278352,135
1,1,5002,224,0.13551296189943135,8.880884481828312,65
1,2,5002,224,0.1678946293411316,8.880884481828312,153
1,3,5002,224,0.12270999544875252,8.880884481828312,26
1,4,5002,224,0.15689929926166665,8.867050277278352,60
2,0,5002,223,0.12029343583337643,14.725896784934838,12
2,1,5002,224,0.13181203103687342,14.7488718512685,39
2,2,5002,224,0.1661970725424887,14.7488718512685,154
2,3,5002,224,0.12652664691982576,14.7488718512685,97
2,4,5002,224,0.1481561482138274,14.725896784934838,144
3,0,5002,223,0.1553459010416639,8.555977633754308,45
3,1,5002,224,0.1365507624564572,8.569326508634779,39
3,2,5002,224,0.17334598375244595,8.569326508634779,39
3,3,5002,224,0.12828463885914312,8.569326508634779,54
3,4,5002,224,0.1427316553654354,8.555977633754308,35
4,0,5002,223,0.13524245033007243,18.069017931490528,526
4,1,5002,224,0.10738636649077193,18.09720887236313,127
4,2,5002,224,0.1297594538647808,18.09720887236313,9
4,3,5002,224,0.0823648165796407,18.09720887236313,77
4,4,5002,224,0.12140509346143602,18.069017931490528,168
5,0,5002,223,0.14796054784149867,22.55082487778963,580
5,1,5002,224,0.12845520516343345,22.5860082493026,233
5,2,5002,224,0.1652971673833138,22.5860082493026,542
5,3,5002,224,0.10456437776594966,22.5860082493026,75
5,4,5002,224,0.14515167648940602,22.55082487778963,187
6,0,5002,223,0.12036545399566724,68.70452219106298,25
6,1,5002,224,0.10719550961209473,68.81171369035266,27
6,2,5002,224,0.12123342008005332,68.81171369035266,45
6,3,5002,224,0.09673288255056295,68.81171369035266,215
6,4,5002,224,0.12667096131295702,68.70452219106298,200
7,0,5002,223,0.1615417349951378,14.338771544126484,1047
7,1,5002,224,0.12393820421945458,14.361142624963243,96
7,2,5002,224,0.1536626838997366,14.361142624963243,610
7,3,5002,224,0.10797660661995852,14.361142624963243,47
7,4,5002,224,0.15453302951753473,14.338771544126484,237
8,0,5002,223,0.16583633424965163,9.251574677715801,217
8,1,5002,224,0.15131788038299274,9.266008809980589,300
8,2,5002,224,0.15423146143966004,9.266008809980589,53
8,3,5002,224,0.1296390054852715,9.266008809980589,303
8,4,5002,224,0.16315398657063895,9.251574677715801,200
9,0,5002,223,0.16243805576894782,7.352895363088634,190
9,1,5002,224,0.14362231679950616,7.364367211708697,128
9,2,5002,224,0.1760015413872797,7.364367211708697,25
9,3,5002,224,0.12753210794552847,7.364367211708697,34
9,4,5002,224,0.15547997941382885,7.352895363088634,72
10,0,5002,223,0.12798440835102562,36.120236728795675,89
10,1,5002,224,0.13825271220900862,36.17659084066754,38
10,2,5002,224,0.13630442178870658,36.17659084066754,104
11,0,5002,223,0.16901309088036628,5.569074138450977,382
11,1,5002,224,0.13228499969680288,5.577762902851316,64
11,2,5002,224,0.17057680491036736,5.577762902851316,304
11,3,5002,224,0.1360679853992885,5.577762902851316,284
11,4,5002,224,0.15884502176913748,5.569074138450977,305
12,0,5002,223,0.15957619013583468,5.875821304039299,250
12,1,5002,224,0.14877865964965512,5.884988649580058,44
12,2,5002,224,0.17123738065418811,5.884988649580058,128
12,3,5002,224,0.14019647631903492,5.884988649580058,116
