part,source,target,weight,seed,auprc,auroc
loco_weight,HAP1+MDA-MB-231,K562,control posrate x3,18,0.1592,0.6885
loco_weight,HAP1+MDA-MB-231,K562,control posrate x3,19,0.1598,0.6914
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,0,0.1526,0.6874
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,1,0.1539,0.6885
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,2,0.1549,0.6878
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,3,0.1559,0.693
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,4,0.1552,0.6909
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,5,0.1575,0.6925
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,6,0.1562,0.6878
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,7,0.1522,0.6871
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,8,0.155,0.69
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,9,0.1581,0.6945
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,10,0.1532,0.6841
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,11,0.1564,0.6905
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,12,0.1543,0.6867
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,13,0.1553,0.6909
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,14,0.1513,0.6864
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,15,0.1527,0.6859
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,16,0.1499,0.6855
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,17,0.1555,0.6897
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,18,0.1539,0.6899
loco_weight,HAP1+MDA-MB-231,K562,upweight MDA-MB-231 x5,19,0.154,0.689
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,0,0.1621,0.691
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,1,0.1637,0.6916
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,2,0.161,0.6943
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,3,0.1611,0.691
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,4,0.1655,0.6944
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,5,0.1659,0.695
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,6,0.1643,0.6929
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,7,0.1643,0.6925
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,8,0.1639,0.6925
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,9,0.1639,0.6955
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,10,0.1619,0.6946
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,11,0.1639,0.6973
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,12,0.1611,0.6934
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,13,0.1651,0.6951
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,14,0.1595,0.69
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,15,0.1627,0.696
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,16,0.1609,0.6915
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,17,0.1596,0.6925
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,18,0.1597,0.6884
loco_weight,HAP1+MDA-MB-231,K562,control posrate x5,19,0.1577,0.6869
loco_weight,HAP1+K562,MDA-MB-231,equal,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,equal,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,equal,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,equal,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,equal,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,equal,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,equal,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,equal,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,equal,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,equal,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,equal,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,equal,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,equal,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,equal,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,equal,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,equal,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,equal,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,equal,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,equal,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,equal,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x2,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,control posrate x2,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x3,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,control posrate x3,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,upweight MDA-MB-231 x5,19,0.1726,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,0,0.1776,0.7424
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,1,0.1717,0.7366
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,2,0.172,0.7392
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,3,0.1715,0.7335
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,4,0.1826,0.7442
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,5,0.1706,0.7312
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,6,0.177,0.7344
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,7,0.1794,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,8,0.173,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,9,0.1778,0.7378
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,10,0.1725,0.7355
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,11,0.1778,0.74
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,12,0.1769,0.7359
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,13,0.1782,0.739
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,14,0.1781,0.7391
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,15,0.1733,0.7386
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,16,0.1738,0.7357
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,17,0.1792,0.7376
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,18,0.178,0.7371
loco_weight,HAP1+K562,MDA-MB-231,control posrate x5,19,0.1726,0.7391
