holdout,config,seed,n_features,auroc,auprc
MDA-MB-231,base + tissues,11,41,0.7197,0.1483
MDA-MB-231,base + tissues,12,41,0.7282,0.1549
MDA-MB-231,base + tissues,13,41,0.7286,0.1555
MDA-MB-231,base + tissues,14,41,0.7301,0.1527
MDA-MB-231,base + tissues,15,41,0.7216,0.1485
MDA-MB-231,base + tissues,16,41,0.7233,0.1526
MDA-MB-231,base + tissues,17,41,0.7267,0.1482
MDA-MB-231,base + tissues,18,41,0.7174,0.1448
MDA-MB-231,base + tissues,19,41,0.7244,0.1497
MDA-MB-231,+ all neighbour + tissues,0,57,0.7229,0.1593
MDA-MB-231,+ all neighbour + tissues,1,57,0.7237,0.1582
MDA-MB-231,+ all neighbour + tissues,2,57,0.7226,0.1466
MDA-MB-231,+ all neighbour + tissues,3,57,0.7252,0.154
MDA-MB-231,+ all neighbour + tissues,4,57,0.7259,0.1569
MDA-MB-231,+ all neighbour + tissues,5,57,0.7288,0.1566
MDA-MB-231,+ all neighbour + tissues,6,57,0.7272,0.1554
MDA-MB-231,+ all neighbour + tissues,7,57,0.7312,0.1675
MDA-MB-231,+ all neighbour + tissues,8,57,0.7282,0.1623
MDA-MB-231,+ all neighbour + tissues,9,57,0.7194,0.1486
MDA-MB-231,+ all neighbour + tissues,10,57,0.7258,0.1587
MDA-MB-231,+ all neighbour + tissues,11,57,0.7272,0.1588
MDA-MB-231,+ all neighbour + tissues,12,57,0.7338,0.1626
MDA-MB-231,+ all neighbour + tissues,13,57,0.7236,0.1615
MDA-MB-231,+ all neighbour + tissues,14,57,0.7193,0.1501
MDA-MB-231,+ all neighbour + tissues,15,57,0.7215,0.1458
MDA-MB-231,+ all neighbour + tissues,16,57,0.7305,0.1604
MDA-MB-231,+ all neighbour + tissues,17,57,0.7233,0.1533
MDA-MB-231,+ all neighbour + tissues,18,57,0.7251,0.1537
MDA-MB-231,+ all neighbour + tissues,19,57,0.7223,0.1545
