trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,0,5002,223,0.17287479173884618,1.0,30
0,1,5002,224,0.1475906830912379,1.0,31
0,2,5002,224,0.18500743312835982,1.0,41
0,3,5002,224,0.12868904357984723,1.0,26
0,4,5002,224,0.1582958144681642,1.0,28
1,0,5002,223,0.1669087624871434,1.0,26
1,1,5002,224,0.1402606954291702,1.0,63
1,2,5002,224,0.16839214609654937,1.0,62
1,3,5002,224,0.1451385529321335,1.0,33
1,4,5002,224,0.14278912451228457,1.0,27
2,0,5002,223,0.1714645574770374,1.0,384
2,1,5002,224,0.12731198598255494,1.0,22
2,2,5002,224,0.192847880158488,1.0,357
2,3,5002,224,0.1343887942930714,1.0,327
2,4,5002,224,0.16681421736564347,1.0,227
3,0,5002,223,0.1734129569045176,1.0,428
3,1,5002,224,0.11709601110067842,1.0,22
3,2,5002,224,0.19217668482060984,1.0,357
3,3,5002,224,0.14003737035371328,1.0,332
3,4,5002,224,0.15365389352858763,1.0,26
4,0,5002,223,0.17033602322915697,1.0,216
4,1,5002,224,0.14568989346284086,1.0,124
4,2,5002,224,0.18407865033968462,1.0,195
4,3,5002,224,0.12906603288675522,1.0,145
4,4,5002,224,0.160608312808314,1.0,187
5,0,5002,223,0.15338800723096974,1.0,66
5,1,5002,224,0.14063896261284503,1.0,65
5,2,5002,224,0.1731615896138448,1.0,51
5,3,5002,224,0.10947158860149481,1.0,11
5,4,5002,224,0.1258355934954846,1.0,35
6,0,5002,223,0.17373998861197532,1.0,256
6,1,5002,224,0.15794701005178094,1.0,136
6,2,5002,224,0.1936512195376683,1.0,260
6,3,5002,224,0.13733387487005458,1.0,128
6,4,5002,224,0.17072334555758778,1.0,177
7,0,5002,223,0.16690691210892195,1.0,305
7,1,5002,224,0.1570608425602571,1.0,172
7,2,5002,224,0.1882008424657412,1.0,189
7,3,5002,224,0.13953151113213608,1.0,161
7,4,5002,224,0.16676290220300313,1.0,195
8,0,5002,223,0.17153763957837498,1.0,544
8,1,5002,224,0.12614501501954167,1.0,98
8,2,5002,224,0.1872455632496734,1.0,553
8,3,5002,224,0.1298495646592972,1.0,343
8,4,5002,224,0.15092153728090832,1.0,40
9,0,5002,223,0.17313777277217995,1.0,376
9,1,5002,224,0.16104400252195725,1.0,216
9,2,5002,224,0.1882963563396364,1.0,217
9,3,5002,224,0.14478961785932187,1.0,237
9,4,5002,224,0.16199766477190916,1.0,305
10,0,5002,223,0.1612130352752957,1.0,67
10,1,5002,224,0.1439605402609263,1.0,43
10,2,5002,224,0.17270172534685513,1.0,50
11,0,5002,223,0.1610629997745814,1.0,133
11,1,5002,224,0.15678915443165933,1.0,85
11,2,5002,224,0.18941791061095684,1.0,113
11,3,5002,224,0.14133510814856948,1.0,81
11,4,5002,224,0.16251378154178311,1.0,119
12,0,5002,223,0.16520111504115792,1.0,92
12,1,5002,224,0.1582367249950857,1.0,35
12,2,5002,224,0.18144639664814452,1.0,71
12,3,5002,224,0.13238639496113896,1.0,34
12,4,5002,224,0.16559470940269724,1.0,31
13,0,5002,223,0.166979917852149,1.0,435
13,1,5002,224,0.1604340447205888,1.0,312
13,2,5002,224,0.1961030602279653,1.0,523
13,3,5002,224,0.14019259356521502,1.0,370
13,4,5002,224,0.16631331867807175,1.0,424
14,0,5002,223,0.17136646253095866,1.0,488
14,1,5002,224,0.15108620534078288,1.0,195
14,2,5002,224,0.19604731974474557,1.0,354
14,3,5002,224,0.1064868555887468,1.0,33
14,4,5002,224,0.1695985056656884,1.0,354
15,0,5002,223,0.17084223791599776,1.0,371
15,1,5002,224,0.1523907366822343,1.0,174
15,2,5002,224,0.1925338943414175,1.0,291
15,3,5002,224,0.1399588644810019,1.0,222
15,4,5002,224,0.1662927602990718,1.0,316
16,0,5002,223,0.1704466809333955,1.0,222
16,1,5002,224,0.1643416530622258,1.0,126
16,2,5002,224,0.19382247750389786,1.0,265
16,3,5002,224,0.14775338499663632,1.0,176
16,4,5002,224,0.1669986036135519,1.0,211
17,0,5002,223,0.16525631874298793,1.0,88
17,1,5002,224,0.15665073763112491,1.0,70
17,2,5002,224,0.17581685273656145,1.0,58
18,0,5002,223,0.15505251378709087,1.0,89
18,1,5002,224,0.142060124194185,1.0,78
18,2,5002,224,0.16034510735792676,1.0,45
19,0,5002,223,0.16936920513683548,1.0,123
19,1,5002,224,0.16127151850894145,1.0,82
19,2,5002,224,0.19961131066679108,1.0,123
19,3,5002,224,0.13336360313864007,1.0,120
19,4,5002,224,0.17111558267016103,1.0,88
20,0,5002,223,0.16308563560135894,1.0,135
20,1,5002,224,0.15889070424422957,1.0,71
20,2,5002,224,0.20303282511783793,1.0,107
20,3,5002,224,0.1370818950442561,1.0,76
20,4,5002,224,0.1713564897257478,1.0,78
21,0,5002,223,0.16678071113949844,1.0,200
21,1,5002,224,0.15812028076187698,1.0,155
21,2,5002,224,0.20679703332354415,1.0,115
21,3,5002,224,0.13924546779765515,1.0,113
21,4,5002,224,0.17729935497446464,1.0,92
22,0,5002,223,0.1362983209866953,1.0,77
22,1,5002,224,0.11191467638815458,1.0,43
22,2,5002,224,0.1678327905594259,1.0,158
23,0,5002,223,0.17344332862362954,1.0,200
23,1,5002,224,0.15862291334204154,1.0,135
23,2,5002,224,0.2060227477401826,1.0,182
23,3,5002,224,0.14150797441450785,1.0,118
23,4,5002,224,0.17124342409814344,1.0,96
24,0,5002,223,0.17554343887082235,1.0,71
24,1,5002,224,0.15919955420236315,1.0,70
24,2,5002,224,0.19127000923258736,1.0,87
24,3,5002,224,0.13404472962106068,1.0,76
24,4,5002,224,0.15798438641733156,1.0,88
25,0,5002,223,0.16312060461609815,1.0,201
25,1,5002,224,0.14725345174431298,1.0,113
25,2,5002,224,0.18767157680881622,1.0,110
26,0,5002,223,0.16037872961193944,1.0,147
26,1,5002,224,0.15627013770680587,1.0,98
26,2,5002,224,0.20281334040832294,1.0,110
26,3,5002,224,0.13445281308788,1.0,107
26,4,5002,224,0.17605011274936133,1.0,103
27,0,5002,223,0.15014055861497613,1.0,49
27,1,5002,224,0.15016142864429638,1.0,62
27,2,5002,224,0.1778407841043533,1.0,35
28,0,5002,223,0.1610332431762939,1.0,171
28,1,5002,224,0.14823958456979575,1.0,87
28,2,5002,224,0.1888427267853613,1.0,163
29,0,5002,223,0.15231680826818306,1.0,148
29,1,5002,224,0.1589284828734181,1.0,88
29,2,5002,224,0.19210464556139636,1.0,108
30,0,5002,223,0.16558972086355922,1.0,233
30,1,5002,224,0.15979384285563444,1.0,156
30,2,5002,224,0.19211580233223824,1.0,196
30,3,5002,224,0.13776265007186753,1.0,160
30,4,5002,224,0.16223256804185293,1.0,226
31,0,5002,223,0.1788689848247093,1.0,424
31,1,5002,224,0.15485507473363536,1.0,268
31,2,5002,224,0.19799572020589729,1.0,319
31,3,5002,224,0.1467753297601814,1.0,230
31,4,5002,224,0.17589058199400673,1.0,294
32,0,5002,223,0.17593874912650997,1.0,477
32,1,5002,224,0.16631434234965245,1.0,176
32,2,5002,224,0.18696036301360308,1.0,374
32,3,5002,224,0.1402789672038269,1.0,200
32,4,5002,224,0.18898848216812053,1.0,215
33,0,5002,223,0.1769873420104668,1.0,266
33,1,5002,224,0.1578397099412539,1.0,265
33,2,5002,224,0.18784682557888605,1.0,316
33,3,5002,224,0.14724768332873944,1.0,225
33,4,5002,224,0.1865939169190741,1.0,271
34,0,5002,223,0.17779929939007597,1.0,552
34,1,5002,224,0.15864317593527677,1.0,287
34,2,5002,224,0.19112058436869486,1.0,294
34,3,5002,224,0.1353835635868063,1.0,331
34,4,5002,224,0.17843810062486692,1.0,379
35,0,5002,223,0.16224376627990877,1.0,508
35,1,5002,224,0.15928010053906994,1.0,592
35,2,5002,224,0.1833791048556254,1.0,786
36,0,5002,223,0.17087692552052747,1.0,696
36,1,5002,224,0.13646364874489572,1.0,215
36,2,5002,224,0.18690515824696435,1.0,811
37,0,5002,223,0.1703043620542822,1.0,282
37,1,5002,224,0.13191492926518017,1.0,69
37,2,5002,224,0.19630266354809617,1.0,318
38,0,5002,223,0.17920584489803965,1.0,532
38,1,5002,224,0.16228908380824256,1.0,268
38,2,5002,224,0.1991308199091357,1.0,374
38,3,5002,224,0.13982578010620533,1.0,291
38,4,5002,224,0.17824354071841383,1.0,202
39,0,5002,223,0.1709134518774742,1.0,479
39,1,5002,224,0.15292542254546648,1.0,219
39,2,5002,224,0.19893243843409955,1.0,412
39,3,5002,224,0.13386175975915546,1.0,207
39,4,5002,224,0.17353929151980726,1.0,357
40,0,5002,223,0.17109176202683438,1.0,762
40,1,5002,224,0.11328241625703386,1.0,52
40,2,5002,224,0.17977291871601722,1.0,664
41,0,5002,223,0.16927465793655924,1.0,451
41,1,5002,224,0.15549614749228102,1.0,125
41,2,5002,224,0.191347357479249,1.0,172
42,0,5002,223,0.16518352653426746,1.0,291
42,1,5002,224,0.16159902310877483,1.0,234
42,2,5002,224,0.19009518939446685,1.0,249
43,0,5002,223,0.16999712981922172,1.0,223
43,1,5002,224,0.15354040298390242,1.0,120
43,2,5002,224,0.202051552656426,1.0,193
43,3,5002,224,0.14156962180674096,1.0,122
43,4,5002,224,0.16978615911540526,1.0,156
44,0,5002,223,0.17577985336616933,1.0,504
44,1,5002,224,0.1468347591320049,1.0,201
44,2,5002,224,0.18190665605648232,1.0,532
44,3,5002,224,0.1366157241837036,1.0,242
44,4,5002,224,0.17568288234341162,1.0,343
45,0,5002,223,0.16345921514927367,1.0,414
45,1,5002,224,0.15756817018840324,1.0,436
45,2,5002,224,0.18191666702126602,1.0,224
46,0,5002,223,0.17056206702881552,1.0,944
46,1,5002,224,0.14653031582284776,1.0,295
46,2,5002,224,0.18620281263518673,1.0,476
47,0,5002,223,0.1737005629347184,1.0,169
47,1,5002,224,0.1611311901915789,1.0,189
47,2,5002,224,0.18017553632405928,1.0,263
48,0,5002,223,0.16859397327072434,1.0,819
48,1,5002,224,0.1614890879794457,1.0,683
48,2,5002,224,0.1934116002663802,1.0,560
48,3,5002,224,0.14295039560679645,1.0,675
48,4,5002,224,0.17475145730629088,1.0,783
49,0,5002,223,0.15757116324937406,1.0,267
49,1,5002,224,0.1504290477309419,1.0,257
49,2,5002,224,0.17711568564406469,1.0,479
