trial,fold,n_val,n_pos_val,auprc,C
0,0,5002,223,0.1178635353555218,0.017670169402947963
0,1,5002,224,0.09904013916645539,0.017670169402947963
0,2,5002,224,0.13046414001724171,0.017670169402947963
0,3,5002,224,0.10434038975280047,0.017670169402947963
0,4,5002,224,0.1472588448542848,0.017670169402947963
1,0,5002,223,0.0897146295736918,50.615768887523046
1,1,5002,224,0.08652686484071881,50.615768887523046
1,2,5002,224,0.09504319949418487,50.615768887523046
1,3,5002,224,0.08295636061115402,50.615768887523046
1,4,5002,224,0.10605689439181555,50.615768887523046
2,0,5002,223,0.10607869431862536,2.4658329458549115
2,1,5002,224,0.09065019044834938,2.4658329458549115
2,2,5002,224,0.11659547351973001,2.4658329458549115
2,3,5002,224,0.08909070884556602,2.4658329458549115
2,4,5002,224,0.12980598365793306,2.4658329458549115
3,0,5002,223,0.11560983506058226,0.39079671568228824
3,1,5002,224,0.09549817676960595,0.39079671568228824
3,2,5002,224,0.13067813057672162,0.39079671568228824
3,3,5002,224,0.09686847588879396,0.39079671568228824
3,4,5002,224,0.13841592878894582,0.39079671568228824
4,0,5002,223,0.1173700767595183,0.0008632008168602552
4,1,5002,224,0.09996984799522055,0.0008632008168602552
4,2,5002,224,0.129891958751535,0.0008632008168602552
4,3,5002,224,0.10529304567711052,0.0008632008168602552
4,4,5002,224,0.15048424471418664,0.0008632008168602552
5,0,5002,223,0.11737029341150791,0.0008629132190071866
5,1,5002,224,0.10006833177619895,0.0008629132190071866
5,2,5002,224,0.12988066885815566,0.0008629132190071866
5,3,5002,224,0.10529319888881622,0.0008629132190071866
5,4,5002,224,0.15041244668099774,0.0008629132190071866
6,0,5002,223,0.11749397000128493,0.00022310108018679258
6,1,5002,224,0.10009536452555357,0.00022310108018679258
6,2,5002,224,0.12969367646711857,0.00022310108018679258
6,3,5002,224,0.10572807334441518,0.00022310108018679258
6,4,5002,224,0.15117065919852457,0.00022310108018679258
7,0,5002,223,0.08828436483909988,15.741890047456641
7,1,5002,224,0.08792024228502011,15.741890047456641
7,2,5002,224,0.09650801112772617,15.741890047456641
7,3,5002,224,0.08154289107630329,15.741890047456641
7,4,5002,224,0.11030291041025389,15.741890047456641
8,0,5002,223,0.1154643031826128,0.4042872735027334
8,1,5002,224,0.09538938891375867,0.4042872735027334
8,2,5002,224,0.13070131633368406,0.4042872735027334
8,3,5002,224,0.09675193658088055,0.4042872735027334
8,4,5002,224,0.1382293179904539,0.4042872735027334
9,0,5002,223,0.10773951190643243,1.7718847354806824
9,1,5002,224,0.08689885548806124,1.7718847354806824
9,2,5002,224,0.12096788443155525,1.7718847354806824
9,3,5002,224,0.08868080057670596,1.7718847354806824
9,4,5002,224,0.13174600582544355,1.7718847354806824
10,0,5002,223,0.11754556712848632,0.0001508202680247938
10,1,5002,224,0.10012060821412415,0.0001508202680247938
10,2,5002,224,0.12954882719406155,0.0001508202680247938
10,3,5002,224,0.10572521764457772,0.0001508202680247938
10,4,5002,224,0.15103516453540064,0.0001508202680247938
11,0,5002,223,0.11762219716205136,0.00010266895107989373
11,1,5002,224,0.0999795733054734,0.00010266895107989373
11,2,5002,224,0.12937588124475663,0.00010266895107989373
11,3,5002,224,0.10572362806044269,0.00010266895107989373
11,4,5002,224,0.1511558961670819,0.00010266895107989373
12,0,5002,223,0.11763539685083105,0.00011099001648454473
12,1,5002,224,0.10000299240380205,0.00011099001648454473
12,2,5002,224,0.12939986615285154,0.00011099001648454473
12,3,5002,224,0.10573836752236687,0.00011099001648454473
12,4,5002,224,0.15104298978790923,0.00011099001648454473
13,0,5002,223,0.11725814855431116,0.0031459512252397176
13,1,5002,224,0.09994526459141698,0.0031459512252397176
13,2,5002,224,0.13044609228244583,0.0031459512252397176
13,3,5002,224,0.10459538277125179,0.0031459512252397176
13,4,5002,224,0.14800177613896925,0.0031459512252397176
14,0,5002,223,0.11787994913000721,0.01258111209465659
14,1,5002,224,0.09915865696632226,0.01258111209465659
14,2,5002,224,0.1304213826107413,0.01258111209465659
14,3,5002,224,0.10442055821075644,0.01258111209465659
14,4,5002,224,0.14724881410267343,0.01258111209465659
15,0,5002,223,0.11740192875353424,0.0006163287533707171
15,1,5002,224,0.10015398011430103,0.0006163287533707171
15,2,5002,224,0.12977118760446865,0.0006163287533707171
15,3,5002,224,0.10528726742717556,0.0006163287533707171
15,4,5002,224,0.15042497053291298,0.0006163287533707171
16,0,5002,223,0.11783325061357,0.00883813150833929
16,1,5002,224,0.09927908506627496,0.00883813150833929
16,2,5002,224,0.13035501573747443,0.00883813150833929
16,3,5002,224,0.10443808839221017,0.00883813150833929
16,4,5002,224,0.14735085224774885,0.00883813150833929
17,0,5002,223,0.11748921196254415,0.00038491154606224657
17,1,5002,224,0.10010569533972631,0.00038491154606224657
17,2,5002,224,0.12967058544382695,0.00038491154606224657
17,3,5002,224,0.1055071862148814,0.00038491154606224657
17,4,5002,224,0.1506908479279087,0.00038491154606224657
18,0,5002,223,0.11725189363167285,0.003594295350476926
18,1,5002,224,0.09964770419762424,0.003594295350476926
18,2,5002,224,0.13031454528451433,0.003594295350476926
18,3,5002,224,0.1045380337004799,0.003594295350476926
18,4,5002,224,0.14780590711406577,0.003594295350476926
19,0,5002,223,0.11777506948656224,0.04222492278105352
19,1,5002,224,0.0989537047743093,0.04222492278105352
19,2,5002,224,0.13007033297191994,0.04222492278105352
19,3,5002,224,0.10413488429897769,0.04222492278105352
19,4,5002,224,0.14704908817761686,0.04222492278105352
20,0,5002,223,0.11741830427716402,0.00020422981442779286
20,1,5002,224,0.10011852988097593,0.00020422981442779286
20,2,5002,224,0.12967445096425892,0.00020422981442779286
20,3,5002,224,0.10572876861366298,0.00020422981442779286
20,4,5002,224,0.15118666897647112,0.00020422981442779286
21,0,5002,223,0.1174140926957607,0.00025022599166180093
21,1,5002,224,0.09999027680207628,0.00025022599166180093
21,2,5002,224,0.12973760236908444,0.00025022599166180093
21,3,5002,224,0.1057165415178598,0.00025022599166180093
21,4,5002,224,0.15107089434679163,0.00025022599166180093
22,0,5002,223,0.11721461979361128,0.0017410222067891408
22,1,5002,224,0.09999110328339711,0.0017410222067891408
22,2,5002,224,0.12991677114369005,0.0017410222067891408
22,3,5002,224,0.10477814442471797,0.0017410222067891408
22,4,5002,224,0.14909868139894975,0.0017410222067891408
23,0,5002,223,0.11742634287472634,0.00022363808507022706
23,1,5002,224,0.10017543499132275,0.00022363808507022706
23,2,5002,224,0.12973308612713672,0.00022363808507022706
23,3,5002,224,0.10572566083950666,0.00022363808507022706
23,4,5002,224,0.15107415572646785,0.00022363808507022706
24,0,5002,223,0.11741643840980939,0.0004002306106557941
24,1,5002,224,0.10011842489920418,0.0004002306106557941
24,2,5002,224,0.129677261337823,0.0004002306106557941
24,3,5002,224,0.10550803741199247,0.0004002306106557941
24,4,5002,224,0.15068935019873664,0.0004002306106557941
25,0,5002,223,0.11721479262728492,0.0017391451995425918
25,1,5002,224,0.09998779642352085,0.0017391451995425918
25,2,5002,224,0.12994250923115375,0.0017391451995425918
25,3,5002,224,0.10482178373390655,0.0017391451995425918
25,4,5002,224,0.14905340844066586,0.0017391451995425918
26,0,5002,223,0.11738866462569408,0.0005233735688962499
26,1,5002,224,0.10014714822469203,0.0005233735688962499
26,2,5002,224,0.12979114342932024,0.0005233735688962499
26,3,5002,224,0.10534260703970569,0.0005233735688962499
26,4,5002,224,0.15043504043252387,0.0005233735688962499
27,0,5002,223,0.11776689162604222,0.04955426377524072
27,1,5002,224,0.09887996457454444,0.04955426377524072
27,2,5002,224,0.13005495701443046,0.04955426377524072
27,3,5002,224,0.10401435540635562,0.04955426377524072
27,4,5002,224,0.14720139067529708,0.04955426377524072
28,0,5002,223,0.11727178728007459,0.003998954268898133
28,1,5002,224,0.0995648762482129,0.003998954268898133
28,2,5002,224,0.1303218137587502,0.003998954268898133
28,3,5002,224,0.10455625993067282,0.003998954268898133
28,4,5002,224,0.1477605496698628,0.003998954268898133
29,0,5002,223,0.11741546970157166,0.00021334273308678975
29,1,5002,224,0.10014746435948166,0.00021334273308678975
29,2,5002,224,0.12972433787333865,0.00021334273308678975
29,3,5002,224,0.10574081332013693,0.00021334273308678975
29,4,5002,224,0.15106104034713522,0.00021334273308678975
30,0,5002,223,0.1171607722458526,0.0013556225210601728
30,1,5002,224,0.09998772514798746,0.0013556225210601728
30,2,5002,224,0.13000131941421184,0.0013556225210601728
30,3,5002,224,0.10488538181526105,0.0013556225210601728
30,4,5002,224,0.14919985696455862,0.0013556225210601728
31,0,5002,223,0.11739975894987142,0.00023088813847335082
31,1,5002,224,0.10015697826195002,0.00023088813847335082
31,2,5002,224,0.12969152252077862,0.00023088813847335082
31,3,5002,224,0.105729532648617,0.00023088813847335082
31,4,5002,224,0.15115730101909217,0.00023088813847335082
32,0,5002,223,0.11739823879404473,0.0002402004228262853
32,1,5002,224,0.10007612468077122,0.0002402004228262853
32,2,5002,224,0.12966594810167614,0.0002402004228262853
32,3,5002,224,0.10571813456685611,0.0002402004228262853
32,4,5002,224,0.15112914460725213,0.0002402004228262853
33,0,5002,223,0.1174032016310171,0.00026379717433821565
33,1,5002,224,0.09999890400506425,0.00026379717433821565
33,2,5002,224,0.12971410350297072,0.00026379717433821565
33,3,5002,224,0.10575826192235174,0.00026379717433821565
33,4,5002,224,0.1511011776846451,0.00026379717433821565
34,0,5002,223,0.11764257937436086,0.00011956159724444597
34,1,5002,224,0.10007019622814675,0.00011956159724444597
34,2,5002,224,0.12945533038634,0.00011956159724444597
34,3,5002,224,0.10573879812606897,0.00011956159724444597
34,4,5002,224,0.15104023241608672,0.00011956159724444597
35,0,5002,223,0.11720106680122462,0.0011529773923298942
35,1,5002,224,0.09999546534612791,0.0011529773923298942
35,2,5002,224,0.12997128636183491,0.0011529773923298942
35,3,5002,224,0.10502841317703279,0.0011529773923298942
35,4,5002,224,0.1503304822820169,0.0011529773923298942
36,0,5002,223,0.11740074808414663,0.0006220830450723775
36,1,5002,224,0.10015825725891388,0.0006220830450723775
36,2,5002,224,0.1297738950151636,0.0006220830450723775
36,3,5002,224,0.10529410397984103,0.0006220830450723775
36,4,5002,224,0.1504240537957492,0.0006220830450723775
37,0,5002,223,0.08287190076283954,94.64533014403676
37,1,5002,224,0.08955097119628974,94.64533014403676
37,2,5002,224,0.09224844592097206,94.64533014403676
38,0,5002,223,0.11805177556301538,0.005487669782864868
38,1,5002,224,0.09943690695101348,0.005487669782864868
38,2,5002,224,0.13033694360218798,0.005487669782864868
38,3,5002,224,0.10441708741897365,0.005487669782864868
38,4,5002,224,0.14768329344670206,0.005487669782864868
39,0,5002,223,0.11790758201282739,0.02285137198256874
39,1,5002,224,0.09895749264421545,0.02285137198256874
39,2,5002,224,0.13008866093656551,0.02285137198256874
39,3,5002,224,0.10428650429084993,0.02285137198256874
39,4,5002,224,0.14717725606338544,0.02285137198256874
40,0,5002,223,0.11737567987281472,0.0008963228432284996
40,1,5002,224,0.09998913027439285,0.0008963228432284996
40,2,5002,224,0.12991698573343843,0.0008963228432284996
40,3,5002,224,0.10529503061058842,0.0008963228432284996
40,4,5002,224,0.1504053640863107,0.0008963228432284996
41,0,5002,223,0.11748327117611018,0.00022267661713104572
41,1,5002,224,0.10010724580459462,0.00022267661713104572
41,2,5002,224,0.12978342076419142,0.00022267661713104572
41,3,5002,224,0.10572776869031317,0.00022267661713104572
41,4,5002,224,0.15114283406070494,0.00022267661713104572
42,0,5002,223,0.11742128681290702,0.00036691781834837645
42,1,5002,224,0.1000965149057754,0.00036691781834837645
42,2,5002,224,0.12966849148617454,0.00036691781834837645
42,3,5002,224,0.10552782162758134,0.00036691781834837645
42,4,5002,224,0.15069483673851747,0.00036691781834837645
43,0,5002,223,0.11753529480764026,0.0001770538088462315
43,1,5002,224,0.10011491003720097,0.0001770538088462315
43,2,5002,224,0.12948712532196122,0.0001770538088462315
43,3,5002,224,0.10573631160621391,0.0001770538088462315
43,4,5002,224,0.15102791798053478,0.0001770538088462315
44,0,5002,223,0.11720704309089858,0.0021034487686721324
44,1,5002,224,0.09995163673748592,0.0021034487686721324
44,2,5002,224,0.13031807094206532,0.0021034487686721324
44,3,5002,224,0.1047672545112123,0.0021034487686721324
44,4,5002,224,0.14848551053080783,0.0021034487686721324
45,0,5002,223,0.11754547714994386,0.0001213894929261152
45,1,5002,224,0.10011516671350518,0.0001213894929261152
45,2,5002,224,0.12944868469035983,0.0001213894929261152
45,3,5002,224,0.10573446260242671,0.0001213894929261152
45,4,5002,224,0.15105983104583476,0.0001213894929261152
46,0,5002,223,0.11739857092544584,0.0005133132411561335
46,1,5002,224,0.1001468918616725,0.0005133132411561335
46,2,5002,224,0.1297674024884437,0.0005133132411561335
46,3,5002,224,0.10535495643962564,0.0005133132411561335
46,4,5002,224,0.15052756679487275,0.0005133132411561335
47,0,5002,223,0.11737009256388657,0.0008609752768185741
47,1,5002,224,0.09998119375169909,0.0008609752768185741
47,2,5002,224,0.12989223734586114,0.0008609752768185741
47,3,5002,224,0.10529323979672502,0.0008609752768185741
47,4,5002,224,0.1504692716050144,0.0008609752768185741
48,0,5002,223,0.09632838531515812,7.0533625351738385
48,1,5002,224,0.08936030835293726,7.0533625351738385
48,2,5002,224,0.10386625313735937,7.0533625351738385
49,0,5002,223,0.11763413004315154,0.00010189397710188934
49,1,5002,224,0.10002889181356059,0.00010189397710188934
49,2,5002,224,0.12938638739983377,0.00010189397710188934
49,3,5002,224,0.10575358375162959,0.00010189397710188934
49,4,5002,224,0.15105042283215073,0.00010189397710188934
