trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,0,5002,223,0.1658869604097284,1.0,39
0,1,5002,224,0.13720725915978313,1.0,50
0,2,5002,224,0.16656068082151998,1.0,48
0,3,5002,224,0.11238089333070869,1.0,32
0,4,5002,224,0.15279125706403102,1.0,26
1,0,5002,223,0.1526255373505393,1.0,29
1,1,5002,224,0.13492415270466152,1.0,36
1,2,5002,224,0.15931248236779877,1.0,110
1,3,5002,224,0.11912976763400182,1.0,55
1,4,5002,224,0.12068797830311306,1.0,18
2,0,5002,223,0.16432933488168022,1.0,363
2,1,5002,224,0.11028336873685696,1.0,58
2,2,5002,224,0.1707165663656755,1.0,329
2,3,5002,224,0.12852699536088022,1.0,308
2,4,5002,224,0.16633955654796606,1.0,330
3,0,5002,223,0.16832254307201722,1.0,471
3,1,5002,224,0.1521586264622954,1.0,346
3,2,5002,224,0.17664649107850555,1.0,599
3,3,5002,224,0.13101197748808463,1.0,327
3,4,5002,224,0.18174299456792037,1.0,350
4,0,5002,223,0.15269060780383387,1.0,206
4,1,5002,224,0.14140862617318345,1.0,118
4,2,5002,224,0.16556686861597308,1.0,238
4,3,5002,224,0.12514548229267325,1.0,132
4,4,5002,224,0.14299366879078773,1.0,201
5,0,5002,223,0.15243339269642167,1.0,59
5,1,5002,224,0.12223686569178474,1.0,144
5,2,5002,224,0.16227126296573238,1.0,65
5,3,5002,224,0.10562224166821912,1.0,34
5,4,5002,224,0.1363795833395427,1.0,32
6,0,5002,223,0.15964710030030618,1.0,332
6,1,5002,224,0.13307797784677017,1.0,114
6,2,5002,224,0.18812833532589285,1.0,338
6,3,5002,224,0.13378860111436158,1.0,160
6,4,5002,224,0.1683418686972512,1.0,199
7,0,5002,223,0.16736098685755949,1.0,239
7,1,5002,224,0.13858506217532998,1.0,183
7,2,5002,224,0.17914308150496977,1.0,192
7,3,5002,224,0.13184248462573733,1.0,192
7,4,5002,224,0.16071618853078856,1.0,167
8,0,5002,223,0.16333162464194248,1.0,711
8,1,5002,224,0.14639899622956457,1.0,436
8,2,5002,224,0.17787856272903696,1.0,567
8,3,5002,224,0.12031683664631708,1.0,281
8,4,5002,224,0.17492944781570716,1.0,433
9,0,5002,223,0.15068684991202308,1.0,407
9,1,5002,224,0.12161959365570957,1.0,94
