trial,fold,n_val,n_pos_val,auprc,C
0,0,5002,223,0.11759670627509156,0.017670169402947963
0,1,5002,224,0.10002399760905384,0.017670169402947963
0,2,5002,224,0.12949022485562417,0.017670169402947963
0,3,5002,224,0.10575809764473953,0.017670169402947963
0,4,5002,224,0.15031020625069197,0.017670169402947963
1,0,5002,223,0.11555847918816328,50.615768887523046
1,1,5002,224,0.09599997567987131,50.615768887523046
1,2,5002,224,0.11825254215128178,50.615768887523046
1,3,5002,224,0.10349259760508753,50.615768887523046
1,4,5002,224,0.11294035768364988,50.615768887523046
2,0,5002,223,0.11699334847540835,2.4658329458549115
2,1,5002,224,0.09856384164860586,2.4658329458549115
2,2,5002,224,0.1290643006203724,2.4658329458549115
2,3,5002,224,0.10476977884231836,2.4658329458549115
2,4,5002,224,0.14812656436142743,2.4658329458549115
3,0,5002,223,0.11727827627404622,0.39079671568228824
3,1,5002,224,0.09920310538326105,0.39079671568228824
3,2,5002,224,0.12948010350867223,0.39079671568228824
3,3,5002,224,0.10489275129321138,0.39079671568228824
3,4,5002,224,0.14908441828050067,0.39079671568228824
4,0,5002,223,0.11811770358775218,0.0008632008168602552
4,1,5002,224,0.10000907945091492,0.0008632008168602552
4,2,5002,224,0.1297063488935838,0.0008632008168602552
4,3,5002,224,0.10585531657465239,0.0008632008168602552
4,4,5002,224,0.1509622109423968,0.0008632008168602552
5,0,5002,223,0.1181263521407715,0.0008629132190071866
5,1,5002,224,0.10000520588236653,0.0008629132190071866
5,2,5002,224,0.12968583874093975,0.0008629132190071866
5,3,5002,224,0.1058180280439858,0.0008629132190071866
5,4,5002,224,0.15096147803424795,0.0008629132190071866
6,0,5002,223,0.11807495494385137,0.00022310108018679258
6,1,5002,224,0.0999535736407092,0.00022310108018679258
6,2,5002,224,0.12950748114023908,0.00022310108018679258
6,3,5002,224,0.10580574148035564,0.00022310108018679258
6,4,5002,224,0.15087757295293497,0.00022310108018679258
7,0,5002,223,0.11588472636821057,15.741890047456641
7,1,5002,224,0.09654449163115009,15.741890047456641
7,2,5002,224,0.12751965930026227,15.741890047456641
7,3,5002,224,0.10389554170686424,15.741890047456641
7,4,5002,224,0.14639830776051638,15.741890047456641
8,0,5002,223,0.11732347300775217,0.4042872735027334
8,1,5002,224,0.09919146562757354,0.4042872735027334
8,2,5002,224,0.1294847972791239,0.4042872735027334
8,3,5002,224,0.10488649938087674,0.4042872735027334
8,4,5002,224,0.14915624488911583,0.4042872735027334
9,0,5002,223,0.11711461454899158,1.7718847354806824
9,1,5002,224,0.09888901486428492,1.7718847354806824
9,2,5002,224,0.12927791308983655,1.7718847354806824
9,3,5002,224,0.10465439106365762,1.7718847354806824
9,4,5002,224,0.14829819740415945,1.7718847354806824
10,0,5002,223,0.11812866725535813,0.007380265896572938
10,1,5002,224,0.1000142148540796,0.007380265896572938
10,2,5002,224,0.1296004898437459,0.007380265896572938
10,3,5002,224,0.10585303327618387,0.007380265896572938
10,4,5002,224,0.1505892336438769,0.007380265896572938
11,0,5002,223,0.11779192934593778,0.0001043343952414723
11,1,5002,224,0.09989067994668929,0.0001043343952414723
11,2,5002,224,0.12937130713327755,0.0001043343952414723
11,3,5002,224,0.10583461689617638,0.0001043343952414723
11,4,5002,224,0.15040843217074684,0.0001043343952414723
12,0,5002,223,0.11812008715306863,0.0017257616723267103
12,1,5002,224,0.1000155903564134,0.0017257616723267103
12,2,5002,224,0.1296866533632149,0.0017257616723267103
12,3,5002,224,0.10582924052901083,0.0017257616723267103
12,4,5002,224,0.15102056104379247,0.0017257616723267103
13,0,5002,223,0.11815406779340312,0.005260878704533049
13,1,5002,224,0.10004662957479886,0.005260878704533049
13,2,5002,224,0.1294931855135384,0.005260878704533049
13,3,5002,224,0.10581960281631594,0.005260878704533049
13,4,5002,224,0.15091268243253608,0.005260878704533049
14,0,5002,223,0.1182492820469658,0.0009208729063770651
14,1,5002,224,0.09998467055565533,0.0009208729063770651
14,2,5002,224,0.1296869039256248,0.0009208729063770651
14,3,5002,224,0.10587297722711503,0.0009208729063770651
14,4,5002,224,0.1510276853659469,0.0009208729063770651
15,0,5002,223,0.11745487681776097,0.03763216949171548
15,1,5002,224,0.09991260727275003,0.03763216949171548
15,2,5002,224,0.12951222654027555,0.03763216949171548
15,3,5002,224,0.10576697547470192,0.03763216949171548
15,4,5002,224,0.14996835694599273,0.03763216949171548
16,0,5002,223,0.11743300992870222,0.0011277397935525795
16,1,5002,224,0.1001789620981546,0.0011277397935525795
16,2,5002,224,0.12938674459015764,0.0011277397935525795
16,3,5002,224,0.10575666757507587,0.0011277397935525795
16,4,5002,224,0.1510693370401517,0.0011277397935525795
17,0,5002,223,0.11745846448160532,0.06362106790890823
17,1,5002,224,0.09978562862390403,0.06362106790890823
17,2,5002,224,0.1297532930453879,0.06362106790890823
17,3,5002,224,0.10568823047352571,0.06362106790890823
17,4,5002,224,0.1497850979914142,0.06362106790890823
18,0,5002,223,0.11822480197551939,0.002052831677700744
18,1,5002,224,0.0999859999725187,0.002052831677700744
18,2,5002,224,0.12962778101131256,0.002052831677700744
18,3,5002,224,0.10588333291014067,0.002052831677700744
18,4,5002,224,0.1509851285981325,0.002052831677700744
19,0,5002,223,0.11740728787437557,0.0002367953596936854
19,1,5002,224,0.1002026189140536,0.0002367953596936854
19,2,5002,224,0.12922628390523255,0.0002367953596936854
19,3,5002,224,0.10567056059671451,0.0002367953596936854
19,4,5002,224,0.15110765268770285,0.0002367953596936854
20,0,5002,223,0.11814186601518417,0.003763617160624869
20,1,5002,224,0.10001752770895296,0.003763617160624869
20,2,5002,224,0.12962344845448348,0.003763617160624869
20,3,5002,224,0.10583562752817212,0.003763617160624869
20,4,5002,224,0.150901954709765,0.003763617160624869
21,0,5002,223,0.11823919945230421,0.0017777083399737128
21,1,5002,224,0.10002062066581657,0.0017777083399737128
21,2,5002,224,0.12968836439855114,0.0017777083399737128
21,3,5002,224,0.10585498456845857,0.0017777083399737128
