trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
0,2,62104,0.1274025398056977,39,False
0,3,43116,0.13906199403707176,36,False
0,4,41448,0.13619091055567287,44,False
0,5,41200,0.13272873063620824,28,False
0,6,45488,0.13044927135801798,30,False
0,7,36816,0.14231413009477487,32,False
0,8,32904,0.12905856926351336,37,False
0,9,29048,0.13939836471381925,24,False
0,X,11156,0.10371498388645857,80,False
0,Y,1000,0.17609711450218407,40,False
0,10,31808,0.1305831366025179,26,False
0,11,36908,0.12558015871435113,35,False
0,12,39700,0.14319272707680447,38,False
0,13,22392,0.12208774778537233,44,False
0,14,25976,0.12463858182629439,41,False
0,15,27880,0.1302999168479242,26,False
0,16,27972,0.12005913062520754,42,False
0,17,35444,0.140753854982612,41,False
0,18,18180,0.12879199729216997,43,False
0,19,33552,0.12288962976821477,25,False
0,20,21792,0.12815934406142018,68,False
0,21,11324,0.13632181000202173,29,False
0,22,16664,0.117752962868655,30,False
1,2,62104,0.1145980380615272,16,False
1,3,43116,0.12948951585722776,15,False
1,4,41448,0.1236152034479335,17,False
1,5,41200,0.12841815232212606,16,False
1,6,45488,0.12633155856215655,15,False
1,7,36816,0.1339857810023514,21,False
1,8,32904,0.12080015995369635,14,False
1,9,29048,0.12989685266175985,10,False
1,X,11156,0.10305084680943166,38,False
1,Y,1000,0.1699565571584492,14,False
1,10,31808,0.11789552034222385,11,False
1,11,36908,0.11225611478605237,15,False
1,12,39700,0.13402462347728494,14,False
1,13,22392,0.11195335395296878,15,False
1,14,25976,0.11758174444891022,25,False
1,15,27880,0.11545193927043294,5,False
1,16,27972,0.10657291296653226,13,False
1,17,35444,0.12908719017016534,15,False
1,18,18180,0.1215144693492365,10,False
1,19,33552,0.11499491309322657,14,False
1,20,21792,0.11702728990697067,14,False
1,21,11324,0.12134950434960633,11,False
1,22,16664,0.11043580713548819,18,False
2,2,62104,0.09968553785937244,187,False
2,3,43116,0.11543421651453079,306,False
2,4,41448,0.12357531930882407,379,False
2,5,41200,0.11165419095138042,187,False
2,6,45488,0.12146460315307404,675,False
2,7,36816,0.11103890359764176,118,False
2,8,32904,0.09968343687927389,124,False
2,9,29048,0.10749743297842757,91,False
2,X,11156,0.08291330268367095,248,False
2,Y,1000,0.17220239149581626,342,False
2,10,31808,0.09868332026691944,108,False
2,11,36908,0.09133142759626349,119,False
2,12,39700,0.11519530799921142,279,False
2,13,22392,0.10466270887136592,309,False
2,14,25976,0.09743224884824364,155,False
2,15,27880,0.0944327384963095,69,False
2,16,27972,0.09313361970709323,214,False
2,17,35444,0.10783174765185864,72,False
2,18,18180,0.11757152338907428,492,False
2,19,33552,0.09939370450525832,279,False
2,20,21792,0.10471449190736873,223,False
2,21,11324,0.09119496716304297,114,False
2,22,16664,0.09738269612714047,382,False
3,2,62104,0.10184255056027185,90,False
3,3,43116,0.1202783025567706,200,False
3,4,41448,0.1206163527623442,177,False
3,5,41200,0.11176959253524701,89,False
3,6,45488,0.12171602638360358,294,False
3,7,36816,0.12603419060642684,158,False
3,8,32904,0.10918740343987089,120,False
3,9,29048,0.11891344694295354,85,False
3,X,11156,0.09341349074077608,440,False
3,Y,1000,0.17048204086730528,252,False
3,10,31808,0.10649949916512993,97,False
3,11,36908,0.09740297880218884,94,False
3,12,39700,0.12283939912207206,223,False
3,13,22392,0.1079415408008832,232,False
3,14,25976,0.1036798587004065,136,False
3,15,27880,0.10650781307106079,88,False
3,16,27972,0.10792048476451682,302,False
3,17,35444,0.12382728340579147,151,False
3,18,18180,0.11147151667640799,152,False
3,19,33552,0.09918063519960717,123,False
3,20,21792,0.11443938655449364,331,False
3,21,11324,0.10679288626918955,115,False
3,22,16664,0.10541473019199445,214,False
4,2,62104,0.107327528775026,319,False
4,3,43116,0.1127282519517058,258,False
4,4,41448,0.1268142477610133,548,False
4,5,41200,0.10340214904265273,112,False
4,6,45488,0.1173810382793681,294,False
4,7,36816,0.10747817083503368,103,False
4,8,32904,0.10765134123197533,333,False
4,9,29048,0.09701667135636663,24,False
4,X,11156,0.080273342415161,177,False
4,Y,1000,0.17652898416617788,249,False
4,10,31808,0.09213990448918602,87,False
4,11,36908,0.08318054214091983,48,False
4,12,39700,0.10144834026813765,73,False
4,13,22392,0.08619084627860636,42,False
4,14,25976,0.0768301492108154,39,False
4,15,27880,0.08571899131639717,31,False
4,16,27972,0.09881312229057121,303,False
4,17,35444,0.10124060719353073,40,False
4,18,18180,0.09191468715647652,59,False
4,19,33552,0.09797809721374422,282,False
4,20,21792,0.10396271993450375,231,False
4,21,11324,0.08669450031319137,39,False
4,22,16664,0.10018242484261135,379,False
5,2,62104,0.09955438479861162,9,False
5,3,43116,0.11630955154441959,23,False
5,4,41448,0.11126373710238302,15,False
5,5,41200,0.11194395664129728,11,False
5,6,45488,0.12131546071562045,33,False
5,7,36816,0.1264750620879768,31,False
5,8,32904,0.11085326886956799,27,False
5,9,29048,0.11546752531152271,14,False
5,X,11156,0.09375264673879802,51,False
