trial,fold,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
19,2,5002,224,0.15340191833029462,20.82725462669023,73
20,0,5002,223,0.125854862605278,6.873905440206744,15
20,1,5002,224,0.13790672103714613,6.884629977786122,19
20,2,5002,224,0.14684565602720995,6.884629977786122,38
21,0,5002,223,0.16475241857816803,5.948482445713358,183
21,1,5002,224,0.15860343560881518,5.957763155796475,112
21,2,5002,224,0.18749940625581554,5.957763155796475,54
21,3,5002,224,0.144153135344494,5.957763155796475,170
21,4,5002,224,0.16602452228493164,5.948482445713358,144
22,0,5002,223,0.12796925346317858,6.656888052351458,12
22,1,5002,224,0.15211666647735353,6.667274003496723,116
22,2,5002,224,0.18702406369111357,6.667274003496723,202
22,3,5002,224,0.1355224419897194,6.667274003496723,121
22,4,5002,224,0.16104464252013045,6.656888052351458,222
23,0,5002,223,0.15794470305267308,10.087852050822198,141
23,1,5002,224,0.14942724490118528,10.103590927266648,63
23,2,5002,224,0.16957809506763813,10.103590927266648,40
23,3,5002,224,0.14218438017970308,10.103590927266648,88
23,4,5002,224,0.1640079583579713,10.087852050822198,51
24,0,5002,223,0.17206428712781324,6.531558795052498,55
24,1,5002,224,0.14271363811307688,6.541749209855084,18
24,2,5002,224,0.18517249757790508,6.541749209855084,112
24,3,5002,224,0.1266213579086781,6.541749209855084,29
24,4,5002,224,0.1480580552338218,6.531558795052498,56
25,0,5002,223,0.1634056030813147,7.849482260534503,281
25,1,5002,224,0.15728824236109495,7.861728874662968,209
25,2,5002,224,0.20517529140106341,7.861728874662968,305
25,3,5002,224,0.13589957891678978,7.861728874662968,150
25,4,5002,224,0.17315892255659282,7.849482260534503,303
26,0,5002,223,0.14797423976548496,11.576516670362194,517
26,1,5002,224,0.14074015806975895,11.594578133259748,271
26,2,5002,224,0.1846521508063086,11.594578133259748,614
27,0,5002,223,0.16225108351124393,8.030146471345185,768
27,1,5002,224,0.15450075103473732,8.042674954366806,316
27,2,5002,224,0.19661379318208733,8.042674954366806,581
27,3,5002,224,0.1411635684767152,8.042674954366806,468
27,4,5002,224,0.1761023052825136,8.030146471345185,527
28,0,5002,223,0.15233056177584117,9.798387255560495,51
28,1,5002,224,0.14794023828560618,9.813674514492646,171
28,2,5002,224,0.2005041915208694,9.813674514492646,216
28,3,5002,224,0.13952090029260258,9.813674514492646,214
28,4,5002,224,0.16460875881783094,9.798387255560495,84
29,0,5002,223,0.0958064316674071,33.54595416264759,18
29,1,5002,224,0.12879854404682756,33.598291927428164,222
29,2,5002,224,0.15089467842506737,33.598291927428164,312
30,0,5002,223,0.14326561565285695,7.957643015902174,50
30,1,5002,224,0.13237301197874995,7.970058380400519,36
30,2,5002,224,0.17563033977537656,7.970058380400519,50
31,0,5002,223,0.16539353042556507,8.30078928601168,652
31,1,5002,224,0.15277391489847064,8.313740020846584,270
31,2,5002,224,0.18281408963957932,8.313740020846584,194
31,3,5002,224,0.1371965276500089,8.313740020846584,487
31,4,5002,224,0.18255506162659457,8.30078928601168,162
32,0,5002,223,0.15931551725898901,7.827794813160213,735
32,1,5002,224,0.15268809942686734,7.840007590942457,236
32,2,5002,224,0.20393118464152496,7.840007590942457,314
32,3,5002,224,0.14058132122167102,7.840007590942457,445
32,4,5002,224,0.16911908227276548,7.827794813160213,142
33,0,5002,223,0.1756127010230314,6.453566549116285,48
33,1,5002,224,0.13989374087253043,6.463635281888223,96
33,2,5002,224,0.20330728774612117,6.463635281888223,129
33,3,5002,224,0.13917152154640244,6.463635281888223,115
33,4,5002,224,0.16385391300912394,6.453566549116285,25
34,0,5002,223,0.13992004645383652,9.248972686520492,52
34,1,5002,224,0.14983285393002704,9.263402759207708,178
34,2,5002,224,0.19396875262723362,9.263402759207708,216
35,0,5002,223,0.16666044414018671,13.120508229921253,69
35,1,5002,224,0.14910252555927728,13.140978599319888,222
35,2,5002,224,0.194590525129184,13.140978599319888,209
35,3,5002,224,0.14695814410936925,13.140978599319888,258
35,4,5002,224,0.17564544080293854,13.120508229921253,51
36,0,5002,223,0.1498902637723975,16.535660114430666,78
36,1,5002,224,0.13464973176778317,16.56145873936661,54
36,2,5002,224,0.17080807372036239,16.56145873936661,153
37,0,5002,223,0.13123654710342592,13.235991560155908,29
37,1,5002,224,0.13862635633797007,13.256642104467579,117
37,2,5002,224,0.18170745281611753,13.256642104467579,110
38,0,5002,223,0.14155220475565503,25.66834781984599,195
38,1,5002,224,0.10129194710633244,25.708395091835555,16
38,2,5002,224,0.17972618967719375,25.708395091835555,189
39,0,5002,223,0.14188901639525933,15.6162602729153,102
39,1,5002,224,0.12415668037478374,15.64062446756462,20
39,2,5002,224,0.1840674095611724,15.64062446756462,95
40,0,5002,223,0.15850996351762928,10.712376338799507,374
40,1,5002,224,0.15237713773950068,10.729089586255299,112
40,2,5002,224,0.19313141301047748,10.729089586255299,295
40,3,5002,224,0.14581945574058047,10.729089586255299,169
40,4,5002,224,0.1734992141743427,10.712376338799507,84
41,0,5002,223,0.14294473375650457,8.156423527993221,54
41,1,5002,224,0.1607006457849966,8.169149026096182,324
41,2,5002,224,0.19871697245071457,8.169149026096182,311
41,3,5002,224,0.13648634244034694,8.169149026096182,425
41,4,5002,224,0.1731591142625181,8.156423527993221,357
42,0,5002,223,0.17364623475829372,6.013574530369065,336
42,1,5002,224,0.1616405112291885,6.022956795894585,156
42,2,5002,224,0.20157559232578084,6.022956795894585,299
42,3,5002,224,0.13784676715292923,6.022956795894585,118
42,4,5002,224,0.17275205114105668,6.013574530369065,239
43,0,5002,223,0.17210054609672693,6.385950785730519,144
43,1,5002,224,0.1598266443322893,6.395914025664115,100
43,2,5002,224,0.18833935852080205,6.395914025664115,77
43,3,5002,224,0.13472873737952595,6.395914025664115,113
43,4,5002,224,0.16653605705905716,6.385950785730519,144
44,0,5002,223,0.10188314030203063,55.987225392725364,58
44,1,5002,224,0.1263931557777639,56.07457560548467,137
44,2,5002,224,0.15569838852574497,56.07457560548467,125
45,0,5002,223,0.16634438678865449,5.946951537118667,123
45,1,5002,224,0.1702412887157624,5.956229858707079,152
45,2,5002,224,0.20043361103171206,5.956229858707079,132
45,3,5002,224,0.1368807006705579,5.956229858707079,138
45,4,5002,224,0.16564945479520513,5.946951537118667,61
46,0,5002,223,0.17633807824278558,5.859145291886126,71
46,1,5002,224,0.15715013777585868,5.868286619827346,121
46,2,5002,224,0.1928688665440269,5.868286619827346,51
46,3,5002,224,0.15256547200504247,5.868286619827346,106
46,4,5002,224,0.16215460711358576,5.859145291886126,66
47,0,5002,223,0.16214909851331769,5.93768881560193,51
47,1,5002,224,0.13354769940548544,5.9469526856669885,22
47,2,5002,224,0.19176490409433866,5.9469526856669885,193
48,0,5002,223,0.1375706763686051,7.252455028276388,203
48,1,5002,224,0.12665128132902326,7.263770171781061,33
48,2,5002,224,0.16668631160450675,7.263770171781061,123
49,0,5002,223,0.14835386603225764,8.904945494892042,107
49,1,5002,224,0.1385638586521847,8.918838822845563,40
49,2,5002,224,0.16810095280266568,8.918838822845563,100
